GEOID,state,county,white,black,hispanic,asian,total,entropy,distmeters,distmiles
48085030301,TX,Collin County,2022,341,366,100,2829,0.633196,52437.122968,32.582999
48085030516,TX,Collin County,3100,713,780,532,5125,0.793597,44104.188223,27.40514
48085030521,TX,Collin County,1624,502,414,627,3167,0.880821,45242.696021,28.112578
48085031410,TX,Collin County,5798,832,981,775,8386,0.689236,38304.742641,23.801523
48085031507,TX,Collin County,3185,320,363,467,4335,0.625105,38487.68938,23.915201
48085031611,TX,Collin County,1861,583,753,399,3596,0.870819,31557.951461,19.609251
48085031637,TX,Collin County,4319,291,335,1965,6910,0.671893,33899.012867,21.063922
48085031655,TX,Collin County,3057,359,536,676,4628,0.723437,28414.548449,17.656026
48085031715,TX,Collin County,1929,123,182,298,2532,0.573634,25207.603611,15.663318
48085031806,TX,Collin County,743,110,112,647,1612,0.787626,25682.043263,15.958122
48085032011,TX,Collin County,3010,482,372,2068,5932,0.785714,28741.809431,17.859377
48113001001,TX,Dallas County,1169,27,337,51,1584,0.52911,5377.610187,3.3415
48113001502,TX,Dallas County,606,380,2248,59,3293,0.644419,3250.731583,2.019916
48113003101,TX,Dallas County,1691,297,371,87,2446,0.660711,408.85844,0.254053
48113004600,TX,Dallas County,752,113,815,19,1699,0.680707,5419.443613,3.367495
48113006002,TX,Dallas County,1045,2972,1307,493,5817,0.862842,9425.268216,5.856605
48113007301,TX,Dallas County,1845,11,60,34,1950,0.187041,9424.095418,5.855876
48113007822,TX,Dallas County,645,163,199,64,1071,0.774007,11652.157795,7.240333
48113007903,TX,Dallas County,1506,78,135,42,1761,0.402388,9054.652788,5.626314
48113007910,TX,Dallas County,1708,319,587,551,3165,0.851904,9578.58499,5.951872
48113008705,TX,Dallas County,13,1094,263,0,1370,0.390014,10190.768628,6.332266
48113009202,TX,Dallas County,660,728,4625,17,6030,0.517495,12772.646188,7.936574
48113009804,TX,Dallas County,152,204,7030,11,7397,0.17089,12536.981343,7.790138
48113010902,TX,Dallas County,140,5464,565,31,6200,0.318657,14548.408637,9.039984
48113011900,TX,Dallas County,668,2721,5998,25,9412,0.612717,14585.426919,9.062987
48113012702,TX,Dallas County,797,282,1836,35,2950,0.667781,13300.760958,8.26473
48113013102,TX,Dallas County,1504,28,82,40,1654,0.284534,12454.845455,7.739101
48113013611,TX,Dallas County,2228,77,122,157,2584,0.394451,22631.336883,14.062496
48113013713,TX,Dallas County,129,45,1659,31,1864,0.322118,21136.676183,13.133754
48113013805,TX,Dallas County,528,288,1311,216,2343,0.820984,18555.417639,11.529831
48113014119,TX,Dallas County,3155,130,430,398,4113,0.558797,26926.008141,16.731087
48113014302,TX,Dallas County,2645,416,3341,194,6596,0.713392,17689.733139,10.991918
48113014308,TX,Dallas County,685,400,2728,271,4084,0.704439,16462.880748,10.229585
48113014405,TX,Dallas County,981,172,2449,74,3676,0.609544,18547.704326,11.525038
48113014901,TX,Dallas County,219,59,1073,37,1388,0.520238,15184.952669,9.435516
48113016201,TX,Dallas County,1211,478,2547,119,4355,0.728915,20204.874279,12.554758
48113016502,TX,Dallas County,1905,1375,3413,125,6818,0.792673,15831.792037,9.837444
48113016616,TX,Dallas County,1196,2969,1312,49,5526,0.756201,28013.423361,17.406778
48113016704,TX,Dallas County,390,3038,677,16,4121,0.552674,17884.126165,11.112708
48113017303,TX,Dallas County,4013,1537,1908,254,7712,0.807442,20745.160299,12.890477
48113018001,TX,Dallas County,2694,803,2548,97,6142,0.763175,15589.748633,9.687045
48113018127,TX,Dallas County,1033,296,1756,54,3139,0.70927,17014.213968,10.572169
48113018204,TX,Dallas County,205,812,3654,24,4695,0.477727,21239.592803,13.197704
48113019014,TX,Dallas County,1569,889,3379,1092,6929,0.895321,20048.863189,12.457817
48113019026,TX,Dallas County,3077,587,909,785,5358,0.824602,23260.659257,14.453539
48113019032,TX,Dallas County,733,281,2523,624,4161,0.776011,18821.160023,11.694956
48113019039,TX,Dallas County,3052,788,1903,763,6506,0.881253,20741.613187,12.888273
48113019213,TX,Dallas County,692,636,1831,68,3227,0.759683,18294.465157,11.367682
48119950100,TX,Delta County,2637,84,156,14,2891,0.266932,133214.556603,82.775894
48121020504,TX,Denton County,1358,260,1107,51,2776,0.729726,61903.911389,38.465403
48121021408,TX,Denton County,4885,464,780,262,6391,0.565158,47836.860782,29.724521
48121021523,TX,Denton County,2152,298,999,78,3527,0.686593,36894.052748,22.924959
48121021630,TX,Denton County,2430,968,734,654,4786,0.885034,29198.60653,18.143218
48121021726,TX,Denton County,2477,115,295,174,3061,0.492722,36036.78258,22.392274
48121021734,TX,Denton County,1466,530,610,144,2750,0.823168,31794.547388,19.756265
48121021739,TX,Denton County,1038,618,1828,72,3556,0.782351,32353.788099,20.103762
48121021749,TX,Denton County,2869,72,185,143,3269,0.359237,40075.764655,24.901988
48139060803,TX,Ellis County,822,37,437,14,1310,0.582784,39469.587069,24.525325
48251131100,TX,Johnson County,3607,182,1316,68,5173,0.558582,45190.238573,28.079982
48439100101,TX,Tarrant County,1289,89,3990,475,5843,0.621555,5018.838674,3.11857
48439101402,TX,Tarrant County,510,681,2390,66,3647,0.67663,6567.560363,4.080903
48439103601,TX,Tarrant County,77,2072,639,10,2798,0.48959,8214.848423,5.104483
48439104502,TX,Tarrant County,191,435,2318,14,2958,0.487067,4908.247785,3.049851
48439104603,TX,Tarrant County,417,518,2818,6,3759,0.53619,9190.702325,5.710852
48439105204,TX,Tarrant County,1322,701,1048,44,3115,0.812275,13859.462482,8.611892
48439105503,TX,Tarrant County,3872,877,855,118,5722,0.660635,12482.055756,7.756009
48439105514,TX,Tarrant County,1127,719,553,109,2508,0.856443,10900.691066,6.773392
48439106502,TX,Tarrant County,1092,924,332,48,2396,0.777459,9722.34269,6.041199
48439110202,TX,Tarrant County,1593,70,1819,306,3788,0.716681,7350.976043,4.567696
48439110809,TX,Tarrant County,1530,68,160,76,1834,0.445838,18394.658255,11.429939
48439111102,TX,Tarrant County,552,3297,1772,39,5660,0.677833,12403.915258,7.707455
48439111409,TX,Tarrant County,3661,425,547,384,5017,0.632889,21024.402453,13.06399
48439111536,TX,Tarrant County,548,1388,1139,233,3308,0.877308,25037.900671,15.557869
48439111551,TX,Tarrant County,3931,1434,845,792,7002,0.829955,24602.747601,15.287477
48439113110,TX,Tarrant County,1781,1324,856,183,4144,0.85916,22370.017467,13.900119
48439113221,TX,Tarrant County,3634,343,577,183,4737,0.559471,16574.454864,10.298914
48439113612,TX,Tarrant County,3683,85,303,246,4317,0.4058,19310.82206,11.999218
48439113625,TX,Tarrant County,2947,60,164,93,3264,0.301062,21371.08086,13.279407
48439113803,TX,Tarrant County,4200,267,883,204,5554,0.556117,17034.369981,10.584693
48439113917,TX,Tarrant County,3844,974,1575,938,7331,0.865737,14025.020931,8.714766
48439121605,TX,Tarrant County,2162,174,530,55,2921,0.5592,19073.908432,11.852007
48439121704,TX,Tarrant County,889,327,2070,105,3391,0.710833,21104.864316,13.113987
48439121906,TX,Tarrant County,571,651,2574,131,3927,0.698699,24458.698114,15.197968
48439122300,TX,Tarrant County,1367,645,696,1370,4078,0.956695,20664.94378,12.840633
48085030302,TX,Collin County,1775,93,101,42,2011,0.348673,51969.820322,32.292629
48085030303,TX,Collin County,3759,281,389,157,4586,0.475293,51517.84215,32.011783
48085030505,TX,Collin County,1760,375,305,347,2787,0.765835,37068.95606,23.033639
48085030512,TX,Collin County,3034,198,258,814,4304,0.628868,39767.896226,24.710687
48085030517,TX,Collin County,4126,605,585,502,5818,0.664694,43716.849785,27.164459
48085030525,TX,Collin County,5175,326,393,245,6139,0.435978,47168.987066,29.309523
48085030605,TX,Collin County,3413,1092,1414,284,6203,0.802687,51672.368898,32.107801
48085031309,TX,Collin County,5702,1319,1692,533,9246,0.758256,34728.269736,21.5792
48085031408,TX,Collin County,2107,343,297,383,3130,0.713585,39337.366281,24.443167
48085031505,TX,Collin County,5224,364,594,1861,8043,0.68635,36486.54717,22.671746
48085031622,TX,Collin County,3770,363,498,730,5361,0.665187,29603.29291,18.394679
48085031630,TX,Collin County,3115,261,346,659,4381,0.646302,34352.842179,21.34592
48085031640,TX,Collin County,4490,954,751,1406,7601,0.802348,37767.960363,23.467981
48085031654,TX,Collin County,2354,82,191,1118,3745,0.640692,29247.463547,18.173576
48085031661,TX,Collin County,1096,162,204,1301,2763,0.779158,36272.045428,22.53846
48085031713,TX,Collin County,1804,987,721,410,3922,0.90302,25325.692947,15.736695
48113000404,TX,Dallas County,1311,198,1620,284,3413,0.788639,5598.028837,3.478462
48113000605,TX,Dallas County,1595,106,258,173,2132,0.595601,3897.23632,2.421636
48113001204,TX,Dallas County,139,41,2365,7,2552,0.224757,5200.226648,3.231279
48113001701,TX,Dallas County,62,5,5,3,75,0.466847,1556.209922,0.966986
48113002100,TX,Dallas County,711,274,140,57,1182,0.752729,1000.868518,0.621912
48113003800,TX,Dallas County,18,1849,78,3,1948,0.167071,4402.293822,2.735465
48113004201,TX,Dallas County,1333,147,2419,37,3936,0.60054,3581.177485,2.225246
48113004700,TX,Dallas County,228,167,3309,9,3713,0.308807,4544.345057,2.823732
48113005200,TX,Dallas County,526,72,4071,12,4681,0.322132,6378.846884,3.963642
48113006001,TX,Dallas County,122,891,3030,2,4045,0.475391,8496.568702,5.279536
48113006402,TX,Dallas County,218,58,5013,6,5295,0.173327,8944.044755,5.557586
48113006800,TX,Dallas County,634,414,3872,33,4953,0.502388,6753.213435,4.196263
48113007605,TX,Dallas County,1645,26,74,85,1830,0.30912,12445.974255,7.733589
48113007811,TX,Dallas County,847,2872,925,65,4709,0.713371,15315.561435,9.516672
48113008500,TX,Dallas County,628,737,3527,21,4913,0.583409,9897.463965,6.150014
48113009103,TX,Dallas County,183,1126,2214,8,3531,0.594635,9548.507842,5.933182
48113009104,TX,Dallas County,261,673,2467,11,3412,0.55529,10432.103382,6.482225
48113009402,TX,Dallas County,1920,29,379,38,2366,0.420671,11390.095195,7.077495
48113009802,TX,Dallas County,341,103,5658,17,6119,0.229702,12121.078522,7.531708
48113010701,TX,Dallas County,402,295,3952,20,4669,0.39682,11086.455653,6.888821
48113010903,TX,Dallas County,131,1739,1321,14,3205,0.614208,13928.374668,8.654712
48113011104,TX,Dallas County,81,2839,696,3,3619,0.431658,14346.023555,8.914228
48113011800,TX,Dallas County,946,3151,5207,19,9323,0.675716,15000.777577,9.321074
48113012206,TX,Dallas County,1097,2028,1404,50,4579,0.804175,8335.811212,5.179646
48113012601,TX,Dallas County,647,1000,3415,657,5719,0.7992,15480.037648,9.618873
48113013009,TX,Dallas County,2318,1452,944,91,4805,0.799331,14637.72857,9.095485
48113013104,TX,Dallas County,697,38,92,56,883,0.528482,12131.967225,7.538474
48113013609,TX,Dallas County,1702,442,1328,144,3616,0.799143,18915.94945,11.753855
48113013618,TX,Dallas County,1879,58,147,173,2257,0.448288,23063.258223,14.33088
48113013625,TX,Dallas County,383,623,1444,147,2597,0.803327,18723.540137,11.634297
48113013715,TX,Dallas County,497,76,1615,172,2360,0.641394,20701.273402,12.863207
48113013804,TX,Dallas County,1603,215,1170,168,3156,0.758204,17141.178423,10.651061
48113014113,TX,Dallas County,1086,1569,1230,755,4640,0.976664,21141.701512,13.136877
48113014127,TX,Dallas County,2206,931,691,4421,8249,0.823008,24568.51726,15.266207
48113014407,TX,Dallas County,847,882,2902,221,4852,0.766607,19866.78986,12.344682
48113014601,TX,Dallas County,863,104,1535,66,2568,0.647779,15695.327104,9.752648
48113014703,TX,Dallas County,349,83,1453,38,1923,0.529953,13206.333322,8.206055
48113015202,TX,Dallas County,770,116,2675,40,3601,0.51311,16860.813779,10.47685
48113015404,TX,Dallas County,682,1025,2673,34,4414,0.698861,21694.685574,13.480486
48113016100,TX,Dallas County,1026,1374,1337,93,3830,0.84996,21963.676247,13.64763
48113016510,TX,Dallas County,1940,5173,3466,396,10975,0.825742,21671.98,13.466378
48113016606,TX,Dallas County,1418,3729,1818,136,7101,0.782314,18438.106833,11.456937
48113016619,TX,Dallas County,555,2312,536,14,3417,0.629467,18984.964592,11.796739
48113016705,TX,Dallas County,568,5289,828,28,6713,0.488924,18539.319885,11.519828
48113017004,TX,Dallas County,2421,635,5205,33,8294,0.627965,22879.073065,14.216432
48113017201,TX,Dallas County,1369,1321,2764,27,5481,0.765232,17089.164119,10.618741
48113017602,TX,Dallas County,1465,873,1688,67,4093,0.815052,14586.173637,9.063451
48113017704,TX,Dallas County,2271,1122,2471,127,5991,0.813977,17483.533605,10.863791
48113017812,TX,Dallas County,1266,378,577,183,2404,0.841928,16963.609078,10.540724
48113018002,TX,Dallas County,1297,435,1769,86,3587,0.765886,15898.318103,9.878781
48113018126,TX,Dallas County,2671,1227,2431,147,6476,0.818152,18161.114701,11.284822
48113018135,TX,Dallas County,2000,578,694,138,3410,0.770099,27431.046788,17.044905
48113018205,TX,Dallas County,810,565,2901,269,4545,0.736107,21064.663447,13.089008
48113018401,TX,Dallas County,1587,477,2556,82,4702,0.72184,16841.438001,10.46481
48113019004,TX,Dallas County,2144,938,2362,1109,6553,0.946581,19391.238606,12.049187
48113019204,TX,Dallas County,2544,717,4606,303,8170,0.737302,19776.719052,12.288714
48113019600,TX,Dallas County,2007,17,115,106,2245,0.312726,6196.640921,3.850424
48113020600,TX,Dallas County,2199,27,130,97,2453,0.31093,10965.180036,6.813464
48121020104,TX,Denton County,2341,158,625,49,3173,0.5469,62605.462993,38.901328
48121020110,TX,Denton County,3257,679,672,558,5166,0.766968,46139.69002,28.669945
48121020306,TX,Denton County,4526,295,909,205,5935,0.547865,29189.750643,18.137715
48121020503,TX,Denton County,3966,510,1038,131,5645,0.623204,58448.462194,36.318281
48121020900,TX,Denton County,2185,722,1336,360,4603,0.867492,53275.265886,33.103798
48121021305,TX,Denton County,2841,214,363,179,3597,0.530193,52299.478511,32.49747
48121021514,TX,Denton County,3717,57,280,113,4167,0.31733,41390.784764,25.719105
48121021525,TX,Denton County,5455,642,699,1160,7956,0.689817,41342.839765,25.689313
48121021618,TX,Denton County,1867,275,1914,51,4107,0.685084,35509.154826,22.064421
48121021626,TX,Denton County,1547,71,166,287,2071,0.584087,33319.320023,20.703717
48121021631,TX,Denton County,3177,371,618,1041,5207,0.767842,28396.609401,17.644879
48121021715,TX,Denton County,2948,445,513,385,4291,0.694783,38721.828183,24.060688
48121021720,TX,Denton County,1984,171,209,518,2882,0.66608,40123.50666,24.931653
48121021728,TX,Denton County,702,32,947,14,1695,0.580602,31960.69672,19.859506
48121021736,TX,Denton County,1214,279,289,184,1966,0.777843,30636.425152,19.036639
48139060212,TX,Ellis County,2979,247,795,30,4051,0.542807,37657.618471,23.399417
48139060300,TX,Ellis County,2540,320,1293,29,4182,0.646988,42345.407112,26.312282
48139061400,TX,Ellis County,4991,345,2152,65,7553,0.58674,50394.630715,31.31385
48139061700,TX,Ellis County,3461,115,921,15,4512,0.461857,52647.160677,32.71351
48231960600,TX,Hunt County,2239,764,443,375,3821,0.802629,97596.299959,60.64368
48251130205,TX,Johnson County,3256,41,364,42,3703,0.318697,22514.730196,13.99004
48497150603,TX,Wise County,3463,45,569,38,4115,0.368893,32068.541802,19.926518
48257050205,TX,Kaufman County,3893,593,786,103,5375,0.601427,33944.638679,21.092273
48257051000,TX,Kaufman County,539,241,728,9,1517,0.752134,52444.32771,32.587475
48397040301,TX,Rockwall County,4025,476,698,287,5486,0.61746,30668.895346,19.056815
48439100501,TX,Tarrant County,1589,1000,7027,53,9669,0.57125,9090.890849,5.648832
48439100900,TX,Tarrant County,102,13,1881,0,1996,0.173616,3648.469504,2.267059
48439101500,TX,Tarrant County,1413,602,2166,105,4286,0.777098,5075.383988,3.153705
48439102402,TX,Tarrant County,3427,132,488,94,4141,0.435975,10223.479035,6.352591
48439103602,TX,Tarrant County,27,1624,447,6,2104,0.433945,9655.730264,5.999808
48439103800,TX,Tarrant County,201,2161,1059,113,3534,0.674481,4193.483761,2.605716
48439104601,TX,Tarrant County,92,1635,1949,3,3679,0.573493,7127.910624,4.429089
48439104803,TX,Tarrant County,881,94,4729,476,6180,0.536396,6195.516952,3.849725
48439105902,TX,Tarrant County,772,1699,2750,872,6093,0.905404,9025.088645,5.607944
48439106300,TX,Tarrant County,38,2588,347,18,2991,0.332801,9439.125358,5.865215
48439106515,TX,Tarrant County,1075,1791,822,112,3800,0.82724,9859.026793,6.12613
48439110203,TX,Tarrant County,4376,760,2620,910,8666,0.834447,12154.383316,7.552402
48439110805,TX,Tarrant County,4091,517,1192,185,5985,0.649542,15032.948,9.341064
48439111003,TX,Tarrant County,1580,351,731,81,2743,0.748228,10631.428082,6.60608
48439111012,TX,Tarrant County,2075,3385,2204,504,8168,0.893384,14343.086042,8.912403
48439111103,TX,Tarrant County,549,1285,2101,8,3943,0.712634,11349.438067,7.052231
48439111304,TX,Tarrant County,5450,505,624,275,6854,0.520542,25915.739402,16.103334
48439111309,TX,Tarrant County,2368,438,1826,34,4666,0.699208,28787.49912,17.887767
48439111505,TX,Tarrant County,3195,198,498,35,3926,0.448901,16319.54504,10.14052
48439111514,TX,Tarrant County,2040,1681,2028,810,6559,0.961836,24947.649566,15.501789
48439111531,TX,Tarrant County,3365,335,534,191,4425,0.573093,16947.578158,10.530763
48439111537,TX,Tarrant County,1490,2332,1876,1140,6838,0.975543,25649.499316,15.9379
48439111550,TX,Tarrant County,3930,4408,2724,1317,12379,0.940248,24419.434159,15.173571
48439113107,TX,Tarrant County,1977,88,194,113,2372,0.449987,19826.765287,12.319811
48439113112,TX,Tarrant County,1245,650,870,108,2873,0.853854,20673.534111,12.84597
48439113301,TX,Tarrant County,3053,90,552,75,3770,0.446687,12180.331077,7.568526
48439113408,TX,Tarrant County,3873,298,1042,116,5329,0.573927,16095.672396,10.001412
48439113630,TX,Tarrant County,2414,323,528,122,3387,0.631136,20559.023035,12.774816
48439113710,TX,Tarrant County,2575,158,831,158,3722,0.618829,31961.982989,19.860305
48439113808,TX,Tarrant County,4578,306,1073,316,6273,0.598568,15883.398826,9.869511
48439113816,TX,Tarrant County,4376,169,314,220,5079,0.39649,20742.918653,12.889084
48439113918,TX,Tarrant County,2852,469,1263,534,5118,0.81222,14305.038864,8.888761
48439114005,TX,Tarrant County,5454,267,1830,188,7739,0.572781,13904.932565,8.640146
48439114206,TX,Tarrant County,3683,53,601,83,4420,0.397456,20300.142253,12.613955
48439121610,TX,Tarrant County,1835,183,185,92,2295,0.513922,14512.103888,9.017426
48439121903,TX,Tarrant County,406,1175,4072,139,5792,0.611084,24427.095554,15.178331
48439122500,TX,Tarrant County,2891,297,517,87,3792,0.551533,17912.466439,11.130318
48113015205,TX,Dallas County,864,269,2845,57,4035,0.589417,16373.691442,10.174165
48113016002,TX,Dallas County,676,247,1885,24,2832,0.624739,19403.083199,12.056547
48113016406,TX,Dallas County,1211,643,2691,255,4800,0.791389,21400.943615,13.297963
48113016517,TX,Dallas County,1292,1398,1496,50,4236,0.828117,18010.007341,11.190928
48113016611,TX,Dallas County,1121,4211,729,50,6111,0.620833,21996.374941,13.667948
48113016620,TX,Dallas County,1144,3620,559,55,5378,0.633251,20404.788914,12.67898
48113017500,TX,Dallas County,2098,800,839,67,3804,0.765088,17708.167283,11.003372
48113018121,TX,Dallas County,1565,913,2373,393,5244,0.878755,24046.996294,14.942148
48113018130,TX,Dallas County,1480,1532,1001,107,4120,0.847009,17317.720271,10.760759
48113018402,TX,Dallas County,2232,295,1362,57,3946,0.681357,18065.00886,11.225104
48113018700,TX,Dallas County,1595,366,4499,25,6485,0.564313,20253.456481,12.584946
48113019021,TX,Dallas County,2712,1006,2343,918,6979,0.92315,22255.820338,13.82916
48113019033,TX,Dallas County,743,330,2977,483,4533,0.722703,18125.598371,11.262753
48113019211,TX,Dallas County,3415,414,941,315,5085,0.68967,22374.937343,13.903176
48121020402,TX,Denton County,3743,234,572,106,4655,0.482873,57149.277724,35.511003
48121021201,TX,Denton County,2719,1348,1225,287,5579,0.850482,54391.230979,33.797228
48121021505,TX,Denton County,3820,561,859,315,5555,0.67838,39681.906514,24.657255
48121021524,TX,Denton County,1242,95,192,228,1757,0.65633,37840.988909,23.513359
48121021628,TX,Denton County,3949,573,991,870,6383,0.774934,29236.369705,18.166683
48121021741,TX,Denton County,968,257,411,237,1873,0.871433,34366.161155,21.354196
48121021751,TX,Denton County,3305,126,294,1132,4857,0.624625,37754.592163,23.459674
48139060500,TX,Ellis County,1705,320,1113,21,3159,0.696576,43782.252659,27.205098
48257050204,TX,Kaufman County,2960,847,1120,108,5035,0.742203,36831.510631,22.886097
48439101700,TX,Tarrant County,388,1502,644,56,2590,0.742496,1794.187597,1.114859
48439104505,TX,Tarrant County,99,2236,1293,15,3643,0.568307,5027.604656,3.124016
48439105201,TX,Tarrant County,1865,1129,2396,86,5476,0.8074,12114.166418,7.527413
48439105511,TX,Tarrant County,2111,2056,1425,190,5782,0.860534,13677.251203,8.498671
48439106503,TX,Tarrant County,1391,2816,698,141,5046,0.76053,11396.436424,7.081435
48439110204,TX,Tarrant County,3140,225,2552,753,6670,0.78111,9451.205342,5.872721
48439111202,TX,Tarrant County,1580,1653,2777,38,6048,0.78947,14102.915796,8.763167
48439111506,TX,Tarrant County,4164,811,593,154,5722,0.606252,16510.491562,10.259169
48439111533,TX,Tarrant County,3485,480,932,296,5193,0.692019,20052.254603,12.459924
48439111553,TX,Tarrant County,2261,726,584,361,3932,0.816991,19084.70817,11.858717
48439113109,TX,Tarrant County,1857,1096,617,345,3915,0.876758,23427.082866,14.556951
48439113115,TX,Tarrant County,1373,862,1068,122,3425,0.862602,24531.632672,15.243288
48439113514,TX,Tarrant County,2157,609,1625,565,4956,0.889326,24121.886688,14.988683
48439113623,TX,Tarrant County,3049,104,285,146,3584,0.412581,23593.542336,14.660384
48439113911,TX,Tarrant County,5731,166,718,321,6936,0.45013,22607.817237,14.047881
48439114006,TX,Tarrant County,4739,118,1505,96,6458,0.506561,12189.597712,7.574284
48439121608,TX,Tarrant County,4117,318,471,212,5118,0.504325,14259.09648,8.860214
48439121702,TX,Tarrant County,938,480,572,60,2050,0.834739,23220.440932,14.428549
48439122001,TX,Tarrant County,903,225,2814,56,3998,0.580649,24331.578652,15.11898
48085030403,TX,Collin County,3793,345,961,225,5324,0.621527,43090.415034,26.775209
48085030506,TX,Collin County,1925,153,255,337,2670,0.638581,37147.710691,23.082575
48085031311,TX,Collin County,6297,847,1632,534,9310,0.686542,33683.860077,20.930232
48085031411,TX,Collin County,2962,662,470,734,4828,0.782896,35895.838758,22.304696
48085031625,TX,Collin County,3319,198,316,361,4194,0.53036,28906.350508,17.961618
48085031638,TX,Collin County,3299,183,305,3155,6942,0.681747,35527.469494,22.075801
48085031652,TX,Collin County,3594,607,574,2419,7194,0.810458,32056.478417,19.919022
48085031660,TX,Collin County,1831,448,318,971,3568,0.845814,35026.180345,21.764314
48085031805,TX,Collin County,4014,134,323,493,4964,0.48794,25480.058449,15.832614
48113000201,TX,Dallas County,2485,33,250,80,2848,0.349514,7312.294641,4.543661
48113000800,TX,Dallas County,1226,976,3852,254,6308,0.748496,3673.588165,2.282668
48113003902,TX,Dallas County,22,1378,449,0,1849,0.444022,5094.997794,3.165893
48113006502,TX,Dallas County,267,58,3409,4,3738,0.248493,10042.124792,6.239903
48113007604,TX,Dallas County,2875,30,138,195,3238,0.326509,12369.251306,7.685916
48113007827,TX,Dallas County,545,1247,479,74,2345,0.7996,13437.245909,8.349538
48113007912,TX,Dallas County,1205,152,282,161,1800,0.709593,9895.428246,6.148749
48113008703,TX,Dallas County,12,1749,815,1,2577,0.47261,8311.101035,5.164292
48113009301,TX,Dallas County,329,320,4300,5,4954,0.351236,11094.791632,6.894001
48113009610,TX,Dallas County,74,193,4755,37,5059,0.202426,16303.73506,10.130696
48113011101,TX,Dallas County,179,3530,267,9,3985,0.318578,14021.201773,8.712393
48113012603,TX,Dallas County,696,148,1072,20,1936,0.677259,14865.845611,9.237231
48113013101,TX,Dallas County,2494,66,167,76,2803,0.330417,14187.967898,8.816016
48113013500,TX,Dallas County,2216,19,104,97,2436,0.279131,14340.608555,8.910863
48113013624,TX,Dallas County,1394,717,733,338,3182,0.918796,19530.215084,12.135543
48113013718,TX,Dallas County,618,182,3556,275,4631,0.552892,22292.264295,13.851805
48113014137,TX,Dallas County,923,323,285,1074,2605,0.890032,19020.514997,11.818829
48113014306,TX,Dallas County,1588,373,3291,166,5418,0.687831,18970.200655,11.787565
48085030408,TX,Collin County,3039,611,2027,221,5898,0.769435,42344.751896,26.311874
48085031624,TX,Collin County,1633,341,1213,448,3635,0.869761,27714.300732,17.220911
48085031718,TX,Collin County,1878,120,225,235,2458,0.574449,24074.806783,14.959429
48113006301,TX,Dallas County,418,521,4921,5,5865,0.401486,8525.683576,5.297627
48113007825,TX,Dallas County,2311,1738,1277,83,5409,0.817306,14324.10519,8.900608
48113009702,TX,Dallas County,2300,135,552,54,3041,0.527174,13895.66774,8.634389
48113013619,TX,Dallas County,3973,145,466,263,4847,0.46977,21616.310116,13.431786
48113014135,TX,Dallas County,2880,219,527,782,4408,0.712665,27952.422664,17.368873
48439102700,TX,Tarrant County,2586,35,415,116,3152,0.433409,4152.209171,2.58007
48439104602,TX,Tarrant County,293,1275,3152,12,4732,0.585304,7880.13218,4.896499
48439110101,TX,Tarrant County,3487,385,2046,633,6551,0.787328,10696.465634,6.646492
48439111546,TX,Tarrant County,4545,510,770,501,6326,0.647575,16360.931698,10.166237
48439113633,TX,Tarrant County,3202,78,243,423,3946,0.474738,25425.776445,15.798884
48439122100,TX,Tarrant County,2179,385,3938,100,6602,0.651564,22659.768017,14.080162
48113015303,TX,Dallas County,455,184,1413,28,2080,0.625879,21575.80297,13.406616
48113016409,TX,Dallas County,1519,619,901,310,3349,0.897471,20040.966121,12.45291
48113016607,TX,Dallas County,101,2787,378,25,3291,0.384708,16079.590145,9.991419
48113018206,TX,Dallas County,975,324,3334,23,4656,0.561391,19931.268538,12.384747
48113019028,TX,Dallas County,1297,644,1009,716,3666,0.971786,23060.018777,14.328867
48121021202,TX,Denton County,1616,1274,1291,44,4225,0.821547,54293.947704,33.736779
48121021721,TX,Denton County,2907,142,384,194,3627,0.503923,39145.585209,24.323999
48121021752,TX,Denton County,3590,170,412,594,4766,0.579612,38188.060705,23.72902
48113019210,TX,Dallas County,3523,23,240,136,3922,0.298665,23712.348921,14.734207
48439105800,TX,Tarrant County,1022,275,2910,93,4300,0.623611,9569.013397,5.945924
48439121604,TX,Tarrant County,3030,1402,1384,173,5989,0.811914,18031.80208,11.20447
48439123500,TX,Tarrant County,109,1525,1393,13,3040,0.610494,3078.559654,1.912933
48251131000,TX,Johnson County,4012,122,396,52,4582,0.342856,47241.737006,29.354727
48113001101,TX,Dallas County,2297,126,796,87,3306,0.588681,5264.562881,3.271256
48113014309,TX,Dallas County,442,1099,2413,390,4344,0.81023,20004.653317,12.430346
48085030404,TX,Collin County,3639,450,686,710,5485,0.722803,41222.542892,25.614564
48085031613,TX,Collin County,4496,195,390,329,5410,0.456922,30834.561992,19.159756
48085031635,TX,Collin County,1940,722,765,551,3978,0.902253,33099.243128,20.566967
48085031711,TX,Collin County,2046,359,295,344,3044,0.715371,25294.665704,15.717416
48113000900,TX,Dallas County,1282,197,3140,101,4720,0.605931,4423.997292,2.748951
48113001704,TX,Dallas County,1163,43,99,69,1374,0.425077,2082.123571,1.293775
48113006302,TX,Dallas County,686,116,3596,8,4406,0.405821,7372.864791,4.581297
48113009605,TX,Dallas County,776,229,2165,182,3352,0.694357,16487.21439,10.244706
48439102202,TX,Tarrant County,2313,36,207,42,2598,0.310894,5345.655041,3.321644
48439106201,TX,Tarrant County,43,2729,673,7,3452,0.41243,8217.127706,5.105899
